"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
balanced-adulto-raza-pequena-x-15-kg;"Balanced Adulto Raza Pequeña x 15 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Presentación;"15 kg";Etapa;Adulto;Razas;Pequeña;71,400.00;;15.00;0.00;0.00;0.00;0;00049;;NO;NO;"<h3>Alimento balanceado seco para perros adultos de razas peque&ntilde;as.</h3>
<p><strong>Caracteristicas:&nbsp;</strong>Programa Equilibrio Saludable. Indicado para perros adultos de raza peque&ntilde;a de 12 meses hasta 7 a&ntilde;os.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";;;;"Vital Can Balanced";SI;;;;
sieger-adulto-mordida-mediana-y-grande-x-15-kg;"Sieger Adulto Mordida Mediana y Grande x 15 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Sieger";Presentación;"15 kg";Etapa;Adulto;Razas;Mediana;94,400.00;;15.00;0.00;0.00;0.00;2;00526;;SI;NO;"<h3>DESCRIPCION</h3>
<p>Alimento balanceado seco&nbsp;completo.</p>
<p>Para perros en etapa adultos, de razas medianas y grandes.</p>
<p><strong>Caracteristicas:</strong>Alimento balanceado completo, cocido por extrusi&oacute;n, resultado de una mezcla equilibrada de macronutrientes y micronutrientes de alt&iacute;sima calidad que cubren los requerimientos alimenticios de los perros adultos, desde los 12/15 meses de edad en adelante.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>";"perro, raza mediana y grande";;;Sieger;SI;;;;
sieger-adulto-mordida-mediana-y-grande-x-15-kg;;;Presentación;"15 kg";Etapa;Adulto;Razas;Grande;94,400.00;;15.00;0.00;0.00;0.00;2;00526;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;"Lata Royal Canin Perro Diabetico x 200 grs.";"Perros > Alimentos balanceados > ALIMENTOS HUMEDOS, Perros > Alimentos balanceados > ALIMENTOS SECOS > Royal canin > Medicados";Presentación;"200 grs";Etapa;Cachorro;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado humedo estilo pate, de uso veterinario&nbsp;</p>

<p>para perros adultos formulado para ayudar a regular el aporte de glucosa (Diabetes Mellitus)</p>

<p><strong>Caracteristicas:</strong>&nbsp;Este alimento aporta un bajo contenido de hidratos de carbono con liberaci&oacute;n r&aacute;pida de glucosa</p>

<p><strong>Ingredientes:&nbsp;</strong>Subproductos de cerdo y pollo, carne de pollo, celulosa purificada, ma&iacute;z, hemoglobina porcina, hidrolizado de h&iacute;gado de pollo, aceite de girasol, carragenanos, goma de algarroba, pulpa de remolacha, sales minerales, goma aguar, taurina, vitaminas, extracto de rosa de la India (rico en lute&iacute;na), L-carnitina, oligoelementos, oligoelementos quelados. Vitaminas: Vitamina D3, vitamina E, vitamina C, pantotenato de calcio, niacina, vitamina B1, vitamina B2, vitamina B6, &aacute;cido f&oacute;lico, biotina, vitamina B12. Sales minerales: Calcita, cloruro de potasio. Oligoelementos: Sulfato de zinc, sulfato de hierro, sulfato de cobre, sulfato de manganeso, iodato de calcio. Oligoelementos quelados: Cobre, manganeso, zinc.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;;;"Royal Canin";SI;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Cachorro;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Cachorro;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-diabetico-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;0;00745;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;"Lata Royal Canin Perro Gastrointestinal x 200 grs.";"Perros > Alimentos balanceados > ALIMENTOS HUMEDOS, Perros > Alimentos balanceados > ALIMENTOS SECOS > Royal canin > Medicados";Presentación;"200 grs";Etapa;Cachorro;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado humedo estilo pate de uso veterinario</p>

<p>para perros con pancreatitis aguda y cr&oacute;nica, diarrea aguda y cr&oacute;nica, insuficiencia ancre&aacute;tica ex&oacute;crina (IPE), hiperlipidemia, s&iacute;ndrome de mala absorci&oacute;n, deficiencia de &aacute;cidos biliares, par&aacute;sitos intestinales, diarrea por cambio de dieta y s&iacute;ndrome del intestino delgado</p>

<p><strong>Caracteristicas:</strong>&nbsp;&nbsp;Ayuda a mantener un equilibrio en la microflora gastrointestinal y la integridad de la mucosa intestinal. El bajo contenido de bra asegura la alta digestibilidad y absorci&oacute;n de los nutrientes. Concentraci&oacute;n baja en grasas para la f&aacute;cil digesti&oacute;n en perros con enfermedad intestinal y para minimizar los signos cl&iacute;nicos de pancreatitis. Con conservadores naturales. Una mezcla precisa de antioxidantes ayudan a mantener un sistema inmunol&oacute;gico saludable..&nbsp;</p>

<p><strong>Ingredientes:&nbsp;</strong>Agua suficiente para el procesamiento, subproductos de cerdo (menudencias), harina de arroz, s&eacute;mola de ma&iacute;z, harina de ma&iacute;z, celulosa en polvo, pulpa de remolacha deshidratada, carbonato de calcio, goma guar, saborizante natural (ave), subproductos de gelatina, carragenina, citrato de potasio, tripolifosfato de sodio, silicoaluminato s&oacute;dico, taurina, hidrolizado de levadura de cerveza deshidratada, aceite de pescado, aceite vegetal, vitaminas [DL-alfa-tocoferol (fuente de vitamina E), L-ascorbil-2-polifosfato (fuente de vitamina C), biotina, mononitrato de tiamina (vitamina B1), suplemento de niacina, D-pantotenato de calcio, suplemento de riboflavina (vitamina B2), clorhidrato de piridoxina (vitamina B6), suplemento de vitamina B12, &aacute;cido f&oacute;lico, suplemento de vitamina D3], oligoelementos [&oacute;xido de zinc, sulfato ferroso, proteinato de zinc, sulfato de cobre, &oacute;xido de manganeso, selenita de sodio, yodato de calcio], extracto de cempas&uacute;chil (Tagetes erecta L.).</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;;;"Royal Canin";SI;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Cachorro;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Cachorro;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-gastrointestinal-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;1;00747;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;"Lata Royal Canin Perro Hepatico x 200 grs.";"Perros > Alimentos balanceados > ALIMENTOS HUMEDOS, Perros > Alimentos balanceados > ALIMENTOS SECOS > Royal canin > Medicados";Presentación;"200 grs";Etapa;Cachorro;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado humedo estilo pate, de uso veterinario&nbsp;</p>

<p>Para perros con una enfermedad hep&aacute;tica y trastornos del metabolismo del cobre.</p>

<p><strong>Caracteristicas:</strong>&nbsp;El sodio limitado disminuye la hipertensi&oacute;n portal y reduce el flujo de agua extravascular.Una mezcla precisa de antioxidantes que ayuda a mantener sano el sistema inmune. Niveles bajos en cobre para ayudar a minimizar la acumulaci&oacute;n en las c&eacute;lulas hep&aacute;ticas. Una densidad alta en energ&iacute;a ayuda a reducir la cantidad de alimento.</p>

<p><strong>Ingredientes:&nbsp;</strong>Agua suficiente para el procesamiento, carne de pollo, subproductos de cerdo (menudencias), s&eacute;mola de ma&iacute;z, arroz cervecero, harina de ma&iacute;z, aceite vegetal, celulosa en polvo, fosfato tric&aacute;lcico, gluten de trigo, cloruro de potasio, saborizante natural (ave), carragenina, aceite de pescado, carbonato de calcio, pulpa de remolacha deshidratada, taurina, goma guar, goma de algarroba, fosfato de potasio, tripolifosfato de sodio, cloruro de colina, oligoelementos (proteinato de zinc, sulfato ferroso, &oacute;xido manganoso, yodato de calcio, selenito de sodio), L-carnitina, vitaminas [acetato de DL-alfa tocoferol (fuente de vitamina E), L-ascorbil-2-polifosfato (fuente de vitamina C), mononitrato de tiamina (vitamina B1), biotina, suplemento de niacina, D-pantotenato de calcio, suplemento de riboflavina, clorhidrato de piridoxina (vitamina B6), suplemento de vitamina B12, &aacute;cido f&oacute;lico, complejo de bisulfito s&oacute;dico de menadiona, suplemento de vitamina D3], &oacute;xido de magnesio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;;;"Royal Canin";SI;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Cachorro;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Cachorro;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Adulto;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Pequeña;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Mediana;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
lata-royal-canin-perro-hepatico-x-200-grs;;;Presentación;"200 grs";Etapa;Senior;Razas;Grande;7,600.00;;0.20;0.00;0.00;0.00;1;00746;;;;;;;;;;;;;
old-prince-noveles-cordero-y-arroz-adulto-raza-pequena-x-3-kg;"Old Prince Noveles Cordero y Arroz Adulto Raza Pequeña x 3 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Old Prince";Presentación;"3 kg";Etapa;Adulto;Razas;Pequeña;21,600.00;;3.00;0.00;0.00;0.00;0;00096;;SI;NO;"<h3><strong>DESCRIPCION:</strong></h3>

<p>Alimento balanceado seco</p>

<p>Para perros adultos razas peque&ntilde;as.</p>

<p><strong>Ingredientes</strong><span style=""color: rgb(82, 82, 82); font-family: gotham_bookregular; font-size: 15px; text-align: justify; background-color: rgb(238, 238, 236);"">:</span>&nbsp;Harina de cordero, arroz integral, arveja, gluten de ma&iacute;z, germen de ma&iacute;z desgrasado, grasa animal (pollo), aceite de salm&oacute;n (fuente de omega 3 y 6), hidrolizado proteico de menudencias vacunas, porcinas y aviares, pulpa de remolacha (fuente de fructo-oligosac&aacute;ridos- FOS), levadura de cerveza, zeolita, sal, extracto de yucca schidigera, manano-oligosac&aacute;ridos &ndash; MOS, nucle&oacute;tidos de levadura, carbonato de calcio, dipropionato de amonio, &aacute;cido propi&oacute;nico, acetato de zinc, pirofosfato &aacute;cido de sodio, glucosamina, condroitin sulfato, col&aacute;geno hidrolizado, ascorbato de manganeso, metionina, antioxidantes naturales: extracto de romero, vitamina C, betacaroteno, &aacute;cido c&iacute;trico, tocoferoles, licopeno, lute&iacute;na, polifenoles, taurina, vitaminas: A, D3, E, K, B1, B2, B6, B12, &aacute;cido f&oacute;lico, &aacute;cido nicot&iacute;nico, &aacute;cido pantot&eacute;nico, biotina, colina, minerales: zinc, hierro, cobre, yodo, selenio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";perro;;;"Old Prince";SI;;;;
old-prince-equilibrium-adulto-raza-mediana-y-grande-x-20-kg;"Old Prince Equilibrium Adulto Raza Mediana y Grande x 20 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Old Prince";Presentación;"20 kg";Etapa;Adulto;Razas;Mediana;75,000.00;;20.00;0.00;0.00;0.00;0;00095;;NO;NO;"<h3><strong>DESCRIPCION:</strong></h3>

<p>Alimento balanceado seco</p>

<p>Para perros adultos de&nbsp;razas medianas y grandes.</p>

<p><strong>Ingredientes</strong><span style=""color: rgb(82, 82, 82); font-family: gotham_bookregular; font-size: 15px; text-align: justify; background-color: rgb(238, 238, 236);"">:&nbsp;</span>Harina de pollo, arroz, gluten de ma&iacute;z, germen de ma&iacute;z desgrasado, aceite de pollo , aceite de pescado (fuente de omega), hidrolizado de menudencias porcinas y aviares, pulpa de remolacha (fuente de fructo-oligosac&aacute;ridos &ndash; FOS), fibra insoluble (celulosa), levadura de cerveza, zeolita, extracto de yucca schidigera, manano- oligosac&aacute;ridos &ndash; MOS, dipropionato de calcio, &aacute;cido prop&iacute;nico, pirofosfato &aacute;cido de sodio, glucosamina, condroitin sulfato, metionina, antioxidantes naturales: extracto de romero, &aacute;cido c&iacute;trico, vitamina C, betacaroteno, licopeno, lute&iacute;na, polifenoles, vitaminas: A, D3, E, K, B1, B2, B6, B12, &aacute;cido f&oacute;lico, &aacute;cido nicot&iacute;nico, pantotenato de calcio, biotina, colina, minerales: zinc, hierro, cobre, manganeso, yodo, selenio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;;;"Old Prince";SI;;;;
old-prince-equilibrium-adulto-raza-mediana-y-grande-x-20-kg;;;Presentación;"20 kg";Etapa;Adulto;Razas;Grande;75,000.00;;20.00;0.00;0.00;0.00;0;00095;;;;;;;;;;;;;
hierba-catnip-deshidratado-x-5-grs;"Hierba Catnip Deshidratado x 5 grs.";"Gatos > Accesorios  > Juguetes y rascadores";;;;;;;5,200.00;;0.01;0.00;0.00;0.00;7;00208;;SI;NO;"<p><span style=""color: rgb(35, 35, 35); font-family: Rubik, sans-serif; font-size: 16px;"">La hierba gatera anima a tus gatos a jugar, a moverse y hace que se sientan bien. No es adictiva y puedes estar tranquilo que no le har&aacute; ning&uacute;n da&ntilde;o. De hecho, puedes frotar esta hierba en cualquier juguete, cama o manta perteneciente a tu mascota, para evitar que da&ntilde;e sillones o muebles. Tambi&eacute;n puede ser una estupenda herramienta de gimnasia y entrenamiento para mantener sano a tu gato. No s&oacute;lo ayuda a que tu gato abandone los malos h&aacute;bitos, sino que tambi&eacute;n act&uacute;a como recompensa inmediata por su buen comportamiento.</span><br style=""box-sizing: border-box; color: rgb(35, 35, 35); font-family: Rubik, sans-serif; font-size: 16px;"" />
<span style=""color: rgb(35, 35, 35); font-family: Rubik, sans-serif; font-size: 16px;"">El Catnip Deshidratado de ZOOTEC sirve para espolvorear en aquellos objetos que desees que tu gato se sienta atra&iacute;do.</span></p>
";gatos;;;Zootec;SI;;;;
